team_id,name,g,mp_per_g,fg_per_g,fga_per_g,fg_pct_per_g,fg3_per_g,fg3a_per_g,fg3_pct_per_g,fg2_per_g,fg2a_per_g,fg2_pct_per_g,ft_per_g,fta_per_g,ft_pct_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,opp_fg_per_g,opp_fga_per_g,opp_fg_pct_per_g,opp_fg3_per_g,opp_fg3a_per_g,opp_fg3_pct_per_g,opp_fg2_per_g,opp_fg2a_per_g,opp_fg2_pct_per_g,opp_ft_per_g,opp_fta_per_g,opp_ft_pct_per_g,opp_orb_per_g,opp_drb_per_g,opp_trb_per_g,opp_ast_per_g,opp_stl_per_g,opp_blk_per_g,opp_tov_per_g,opp_pf_per_g,opp_pts_per_g,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,mp_per_poss,fg_per_poss,fga_per_poss,fg_pct_per_poss,fg3_per_poss,fg3a_per_poss,fg3_pct_per_poss,fg2_per_poss,fg2a_per_poss,fg2_pct_per_poss,ft_per_poss,fta_per_poss,ft_pct_per_poss,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,opp_fg_per_poss,opp_fga_per_poss,opp_fg_pct_per_poss,opp_fg3_per_poss,opp_fg3a_per_poss,opp_fg3_pct_per_poss,opp_fg2_per_poss,opp_fg2a_per_poss,opp_fg2_pct_per_poss,opp_ft_per_poss,opp_fta_per_poss,opp_ft_pct_per_poss,opp_orb_per_poss,opp_drb_per_poss,opp_trb_per_poss,opp_ast_per_poss,opp_stl_per_poss,opp_blk_per_poss,opp_tov_per_poss,opp_pf_per_poss,opp_pts_per_poss,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,arena_name,attendance,attendance_per_g,goal,need_def,need_off,need_3p,need_trb,need_ts,pick_value_1,pick_value_2
MEM,Memphis Grizzlies,82,242.4,38.0,84.4,0.45,9.9,28.9,0.342,28.1,55.6,0.505,17.7,23.0,0.772,8.8,33.0,41.8,23.9,8.3,5.5,14.0,22.0,103.5,37.6,83.4,0.451,11.6,32.2,0.36,26.0,51.2,0.508,19.3,24.7,0.784,9.5,35.2,44.7,23.4,7.6,4.9,15.2,21.4,106.1,19880,3113,6924,0.45,811,2368,0.342,2302,4556,0.505,1453,1882,0.772,723,2703,3426,1963,684,448,1147,1801,8490,3083,6836,0.451,951,2639,0.36,2132,4197,0.508,1586,2023,0.784,781,2883,3664,1920,625,402,1249,1758,8703,19880,38.9,86.5,0.45,10.1,29.6,0.342,28.8,56.9,0.505,18.2,23.5,0.772,9.0,33.8,42.8,24.5,8.5,5.6,14.3,22.5,106.1,38.5,85.4,0.451,11.9,33.0,0.36,26.6,52.5,0.508,19.8,25.3,0.784,9.8,36.0,45.8,24.0,7.8,5.0,15.6,22.0,108.8,27.7,33,49,34,48,-2.6,0.51,-2.08,106.1,108.8,-2.7,96.6,0.272,0.342,0.5479999999999999,0.508,12.9,20.0,0.21,0.521,13.9,77.6,0.23199999999999998,FedEx Forum,"638,332","15,569",rebuilding,False,True,True,True,True,6.61,1.26
MIA,Miami Heat,82,240.6,39.6,88.0,0.45,11.3,32.4,0.349,28.3,55.6,0.509,15.1,21.7,0.695,11.2,35.1,46.3,24.3,7.6,5.5,14.7,20.9,105.7,38.3,86.8,0.441,11.9,33.1,0.358,26.4,53.6,0.493,17.5,22.7,0.769,10.1,34.0,44.2,23.3,7.5,4.7,14.1,20.1,105.9,19730,3251,7218,0.45,928,2658,0.349,2323,4560,0.509,1238,1782,0.695,921,2879,3800,1991,627,448,1208,1712,8668,3141,7116,0.441,973,2717,0.358,2168,4399,0.493,1432,1861,0.769,831,2792,3623,1913,612,389,1159,1652,8687,19730,40.3,89.4,0.45,11.5,32.9,0.349,28.8,56.5,0.509,15.3,22.1,0.695,11.4,35.6,47.1,24.7,7.8,5.5,15.0,21.2,107.3,38.9,88.1,0.441,12.0,33.6,0.358,26.8,54.5,0.493,17.7,23.0,0.769,10.3,34.6,44.9,23.7,7.6,4.8,14.4,20.5,107.6,27.0,39,43,40,42,-0.23,-0.22,-0.45,107.3,107.6,-0.3,98.2,0.247,0.368,0.542,0.515,13.1,24.8,0.172,0.51,12.7,77.6,0.201,AmericanAirlines Arena,"805,264","19,641",rebuilding,False,True,True,False,True,5.02,0.95
MIL,Milwaukee Bucks,82,241.2,43.4,91.1,0.47600000000000003,13.5,38.2,0.353,29.9,52.9,0.565,17.9,23.2,0.773,9.3,40.4,49.7,26.0,7.5,5.9,13.9,19.6,118.1,40.5,93.5,0.433,13.1,36.3,0.361,27.4,57.2,0.479,15.1,20.7,0.733,9.9,35.4,45.3,24.8,6.8,4.8,13.4,20.2,109.3,19780,3555,7471,0.47600000000000003,1105,3134,0.353,2450,4337,0.565,1471,1904,0.773,762,3316,4078,2136,615,486,1137,1608,9686,3322,7669,0.433,1073,2976,0.361,2249,4693,0.479,1242,1694,0.733,813,2902,3715,2031,557,395,1096,1653,8959,19780,41.8,87.8,0.47600000000000003,13.0,36.8,0.353,28.8,50.9,0.565,17.3,22.4,0.773,9.0,39.0,47.9,25.1,7.2,5.7,13.4,18.9,113.8,39.0,90.1,0.433,12.6,35.0,0.361,26.4,55.1,0.479,14.6,19.9,0.733,9.6,34.1,43.6,23.9,6.5,4.6,12.9,19.4,105.2,26.9,60,22,61,21,8.87,-0.82,8.04,113.8,105.2,8.6,103.3,0.255,0.419,0.583,0.55,12.0,20.8,0.19699999999999998,0.503,11.5,80.3,0.162,Fiserv Forum,"721,692","17,602",contending,False,False,True,False,False,1.96,0.37
MIN,Minnesota Timberwolves,82,241.8,41.6,91.3,0.456,10.1,28.7,0.35100000000000003,31.5,62.5,0.504,19.1,24.3,0.787,11.3,33.5,44.8,24.6,8.3,5.0,13.1,20.3,112.5,42.1,90.1,0.467,12.7,33.6,0.37799999999999995,29.4,56.5,0.52,17.1,22.3,0.767,11.2,34.4,45.6,26.2,6.6,5.5,14.7,21.9,114.0,19830,3413,7483,0.456,827,2357,0.35100000000000003,2586,5126,0.504,1570,1995,0.787,923,2750,3673,2018,683,411,1074,1664,9223,3452,7386,0.467,1041,2752,0.37799999999999995,2411,4634,0.52,1401,1827,0.767,921,2822,3743,2145,539,455,1209,1795,9346,19830,41.2,90.4,0.456,10.0,28.5,0.35100000000000003,31.2,61.9,0.504,19.0,24.1,0.787,11.2,33.2,44.4,24.4,8.3,5.0,13.0,20.1,111.4,41.7,89.2,0.467,12.6,33.3,0.37799999999999995,29.1,56.0,0.52,16.9,22.1,0.767,11.1,34.1,45.2,25.9,6.5,5.5,14.6,21.7,112.9,26.2,36,46,37,45,-1.5,0.48,-1.02,111.4,112.9,-1.5,100.2,0.267,0.315,0.552,0.511,11.4,24.6,0.21,0.5379999999999999,12.9,74.9,0.19,Target Center,"627,543","15,306",rebuilding,True,True,True,True,True,5.92,1.1300000000000001
NOP,New Orleans Pelicans,82,240.9,43.7,92.2,0.473,10.3,29.9,0.344,33.4,62.4,0.536,17.8,23.4,0.7609999999999999,11.1,36.2,47.3,27.0,7.4,5.4,14.8,21.1,115.4,43.3,92.8,0.466,12.3,33.7,0.364,31.0,59.1,0.525,17.9,23.5,0.764,11.0,34.8,45.8,26.5,8.6,5.4,13.6,21.0,116.8,19755,3581,7563,0.473,842,2449,0.344,2739,5114,0.536,1462,1921,0.7609999999999999,909,2969,3878,2216,610,441,1215,1732,9466,3549,7610,0.466,1006,2766,0.364,2543,4844,0.525,1471,1926,0.764,898,2855,3753,2174,702,445,1113,1722,9575,19755,42.1,89.0,0.473,9.9,28.8,0.344,32.2,60.2,0.536,17.2,22.6,0.7609999999999999,10.7,34.9,45.6,26.1,7.2,5.2,14.3,20.4,111.4,41.7,89.5,0.466,11.8,32.5,0.364,29.9,57.0,0.525,17.3,22.7,0.764,10.6,33.6,44.1,25.6,8.3,5.2,13.1,20.3,112.6,25.7,33,49,38,44,-1.33,0.23,-1.1,111.4,112.6,-1.2,103.3,0.254,0.324,0.563,0.529,12.6,24.1,0.193,0.532,11.6,76.8,0.193,Smoothie King Center,"656,183","16,004",rebuilding,True,True,True,True,True,6.61,1.26
NYK,New York Knicks,82,241.2,38.2,88.3,0.433,10.0,29.5,0.34,28.2,58.8,0.479,18.1,23.9,0.759,10.5,34.3,44.7,20.1,6.8,5.1,14.0,20.9,104.6,41.9,89.7,0.467,11.8,32.6,0.363,30.1,57.1,0.527,18.2,23.8,0.7659999999999999,10.7,36.8,47.5,25.6,7.4,5.6,13.2,20.8,113.8,19780,3134,7241,0.433,823,2421,0.34,2311,4820,0.479,1484,1956,0.759,857,2811,3668,1646,557,422,1151,1713,8575,3434,7352,0.467,969,2673,0.363,2465,4679,0.527,1493,1948,0.7659999999999999,881,3016,3897,2098,607,458,1084,1708,9330,19780,38.2,88.2,0.433,10.0,29.5,0.34,28.2,58.7,0.479,18.1,23.8,0.759,10.4,34.2,44.7,20.1,6.8,5.1,14.0,20.9,104.5,41.8,89.6,0.467,11.8,32.6,0.363,30.0,57.0,0.527,18.2,23.7,0.7659999999999999,10.7,36.7,47.5,25.6,7.4,5.6,13.2,20.8,113.7,23.4,17,65,19,63,-9.21,0.28,-8.93,104.5,113.7,-9.2,99.6,0.27,0.33399999999999996,0.529,0.49,12.4,22.1,0.205,0.5329999999999999,11.7,76.1,0.203,Madison Square Garden (IV),"779,087","19,002",selling,True,True,True,True,True,9.74,1.85
OKC,Oklahoma City Thunder,82,242.1,42.6,94.0,0.45399999999999996,11.4,32.6,0.348,31.3,61.3,0.51,17.8,25.0,0.713,12.6,35.5,48.1,23.4,9.3,5.2,14.0,22.4,114.5,40.8,88.7,0.46,11.2,31.6,0.35600000000000004,29.5,57.1,0.517,18.3,24.0,0.7609999999999999,9.9,35.8,45.7,24.9,8.2,5.1,16.7,22.5,111.1,19855,3497,7706,0.45399999999999996,932,2677,0.348,2565,5029,0.51,1461,2049,0.713,1031,2911,3942,1917,766,425,1145,1839,9387,3343,7272,0.46,922,2592,0.35600000000000004,2421,4680,0.517,1500,1971,0.7609999999999999,811,2936,3747,2039,672,415,1372,1844,9108,19855,41.1,90.6,0.45399999999999996,11.0,31.5,0.348,30.1,59.1,0.51,17.2,24.1,0.713,12.1,34.2,46.3,22.5,9.0,5.0,13.5,21.6,110.3,39.3,85.5,0.46,10.8,30.5,0.35600000000000004,28.5,55.0,0.517,17.6,23.2,0.7609999999999999,9.5,34.5,44.0,24.0,7.9,4.9,16.1,21.7,107.0,25.7,49,33,50,32,3.4,0.15,3.56,110.3,107.0,3.3,102.8,0.266,0.34700000000000003,0.545,0.514,11.7,26.0,0.19,0.523,14.4,78.2,0.20600000000000002,Chesapeake Energy Arena,"746,323","18,203",buying,False,True,True,False,True,3.13,0.6
ORL,Orlando Magic,82,241.2,40.4,89.1,0.45399999999999996,11.4,32.1,0.35600000000000004,29.0,57.0,0.509,15.0,19.2,0.782,10.0,35.4,45.4,25.5,6.6,5.4,13.2,18.6,107.3,39.9,87.6,0.456,10.5,30.2,0.34700000000000003,29.5,57.4,0.513,16.3,20.9,0.778,9.0,35.6,44.6,23.1,7.0,4.4,13.0,18.7,106.6,19780,3316,7307,0.45399999999999996,937,2633,0.35600000000000004,2379,4674,0.509,1231,1575,0.782,822,2902,3724,2095,543,445,1082,1526,8800,3274,7185,0.456,858,2475,0.34700000000000003,2416,4710,0.513,1336,1717,0.778,739,2922,3661,1892,575,362,1064,1537,8742,19780,41.0,90.4,0.45399999999999996,11.6,32.6,0.35600000000000004,29.4,57.8,0.509,15.2,19.5,0.782,10.2,35.9,46.1,25.9,6.7,5.5,13.4,18.9,108.9,40.5,88.9,0.456,10.6,30.6,0.34700000000000003,29.9,58.3,0.513,16.5,21.2,0.778,9.1,36.1,45.3,23.4,7.1,4.5,13.2,19.0,108.1,25.7,42,40,43,39,0.71,-0.43,0.28,108.9,108.1,0.8,98.1,0.21600000000000003,0.36,0.55,0.518,11.9,22.0,0.168,0.515,11.8,79.7,0.18600000000000003,Amway Center,"720,024","17,431",buying,False,True,True,False,True,4.13,0.79
PHI,Philadelphia 76ers,82,241.5,41.5,88.2,0.47100000000000003,10.8,30.2,0.359,30.7,58.0,0.529,21.2,27.5,0.7709999999999999,10.9,36.9,47.8,26.9,7.4,5.3,14.9,21.3,115.2,41.7,91.5,0.455,10.3,30.0,0.342,31.4,61.5,0.511,18.8,24.5,0.768,10.0,33.5,43.5,23.4,7.7,4.1,12.7,22.1,112.5,19805,3407,7233,0.47100000000000003,889,2474,0.359,2518,4759,0.529,1742,2258,0.7709999999999999,892,3025,3917,2207,606,432,1223,1745,9445,3418,7506,0.455,843,2464,0.342,2575,5042,0.511,1545,2011,0.768,823,2743,3566,1917,634,336,1045,1816,9224,19805,40.6,86.2,0.47100000000000003,10.6,29.5,0.359,30.0,56.7,0.529,20.8,26.9,0.7709999999999999,10.6,36.1,46.7,26.3,7.2,5.2,14.6,20.8,112.6,40.8,89.5,0.455,10.1,29.4,0.342,30.7,60.1,0.511,18.4,24.0,0.768,9.8,32.7,42.5,22.9,7.6,4.0,12.5,21.7,110.0,26.4,51,31,48,34,2.7,-0.44,2.25,112.6,110.0,2.6,101.6,0.312,0.342,0.574,0.532,12.9,24.5,0.24100000000000002,0.512,11.1,78.6,0.20600000000000002,Wells Fargo Center,"838,342","20,447",buying,True,False,False,False,False,2.7300000000000004,0.52
PHO,Phoenix Suns,82,242.4,40.1,87.4,0.45899999999999996,9.6,29.3,0.32899999999999996,30.5,58.1,0.525,17.6,22.7,0.779,9.1,31.3,40.4,23.9,9.0,5.1,15.6,23.6,107.5,42.5,88.2,0.48200000000000004,11.1,29.9,0.37200000000000005,31.3,58.2,0.5379999999999999,20.8,27.6,0.753,11.8,35.3,47.2,25.9,9.0,5.0,15.7,20.7,116.8,19880,3289,7164,0.45899999999999996,790,2400,0.32899999999999996,2499,4764,0.525,1447,1858,0.779,748,2563,3311,1957,735,418,1279,1932,8815,3482,7230,0.48200000000000004,912,2454,0.37200000000000005,2570,4776,0.5379999999999999,1705,2263,0.753,971,2897,3868,2126,737,411,1285,1694,9581,19880,39.5,86.0,0.45899999999999996,9.5,28.8,0.32899999999999996,30.0,57.2,0.525,17.4,22.3,0.779,9.0,30.8,39.8,23.5,8.8,5.0,15.4,23.2,105.9,41.8,86.8,0.48200000000000004,11.0,29.5,0.37200000000000005,30.9,57.4,0.5379999999999999,20.5,27.2,0.753,11.7,34.8,46.5,25.5,8.9,4.9,15.4,20.3,115.1,24.0,19,63,19,63,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,0.259,0.335,0.552,0.514,13.8,20.5,0.20199999999999999,0.545,13.5,72.5,0.23600000000000002,Talking Stick Resort Arena,"627,023","15,293",selling,True,True,True,True,True,8.96,1.7100000000000002
POR,Portland Trail Blazers,82,242.1,42.3,90.6,0.467,11.0,30.7,0.359,31.3,59.8,0.523,19.0,23.3,0.8140000000000001,11.8,36.2,48.0,23.0,6.7,5.0,13.8,20.4,114.7,41.1,90.0,0.457,10.7,29.8,0.359,30.4,60.3,0.505,17.5,22.8,0.77,10.3,32.6,42.8,23.2,7.4,5.1,12.4,20.7,110.5,19855,3470,7427,0.467,904,2520,0.359,2566,4907,0.523,1558,1914,0.8140000000000001,967,2968,3935,1887,546,413,1135,1669,9402,3371,7384,0.457,878,2443,0.359,2493,4941,0.505,1438,1868,0.77,842,2670,3512,1906,603,420,1014,1699,9058,19855,42.3,90.6,0.467,11.0,30.7,0.359,31.3,59.8,0.523,19.0,23.3,0.8140000000000001,11.8,36.2,48.0,23.0,6.7,5.0,13.8,20.4,114.7,41.1,90.1,0.457,10.7,29.8,0.359,30.4,60.3,0.505,17.5,22.8,0.77,10.3,32.6,42.8,23.2,7.4,5.1,12.4,20.7,110.5,26.2,53,29,51,31,4.2,0.24,4.43,114.7,110.5,4.2,99.1,0.258,0.33899999999999997,0.568,0.528,12.1,26.6,0.21,0.516,11.0,77.9,0.195,Moda Center,"799,345","19,496",buying,True,False,False,False,False,2.51,0.48
SAC,Sacramento Kings,82,240.6,43.2,93.1,0.46399999999999997,11.3,29.9,0.37799999999999995,31.9,63.2,0.504,16.5,22.7,0.726,11.0,34.4,45.4,25.4,8.3,4.4,13.4,21.4,114.2,42.3,90.6,0.466,12.0,34.6,0.348,30.2,56.0,0.54,18.8,24.4,0.77,11.2,36.8,48.0,24.7,7.5,5.1,15.9,21.4,115.3,19730,3541,7637,0.46399999999999997,927,2455,0.37799999999999995,2614,5182,0.504,1354,1865,0.726,906,2819,3725,2083,679,363,1095,1751,9363,3465,7430,0.466,986,2837,0.348,2479,4593,0.54,1539,1998,0.77,917,3015,3932,2024,618,420,1304,1753,9455,19730,41.8,90.1,0.46399999999999997,10.9,29.0,0.37799999999999995,30.8,61.1,0.504,16.0,22.0,0.726,10.7,33.2,43.9,24.6,8.0,4.3,12.9,20.7,110.4,40.9,87.6,0.466,11.6,33.5,0.348,29.2,54.2,0.54,18.2,23.6,0.77,10.8,35.6,46.4,23.9,7.3,5.0,15.4,20.7,111.5,24.8,39,43,38,44,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,0.244,0.321,0.5539999999999999,0.524,11.5,23.1,0.177,0.5329999999999999,13.6,75.5,0.207,Golden 1 Center,"700,975","17,097",rebuilding,True,True,False,True,True,5.02,0.95
SAS,San Antonio Spurs,82,241.5,42.3,88.4,0.478,9.9,25.3,0.392,32.4,63.1,0.513,17.2,21.0,0.8190000000000001,9.2,35.5,44.7,24.5,6.1,4.7,12.1,18.1,111.7,41.5,89.7,0.46299999999999997,11.7,32.7,0.359,29.8,57.0,0.522,15.2,20.2,0.755,9.2,34.7,43.9,24.7,7.2,4.0,12.2,19.6,110.0,19805,3468,7248,0.478,812,2071,0.392,2656,5177,0.513,1408,1720,0.8190000000000001,757,2910,3667,2013,501,386,992,1487,9156,3404,7354,0.46299999999999997,961,2678,0.359,2443,4676,0.522,1249,1654,0.755,756,2844,3600,2025,589,332,999,1611,9018,19805,42.8,89.4,0.478,10.0,25.5,0.392,32.7,63.8,0.513,17.4,21.2,0.8190000000000001,9.3,35.9,45.2,24.8,6.2,4.8,12.2,18.3,112.9,42.0,90.7,0.46299999999999997,11.8,33.0,0.359,30.1,57.7,0.522,15.4,20.4,0.755,9.3,35.1,44.4,25.0,7.3,4.1,12.3,19.9,111.2,28.8,48,34,45,37,1.68,0.12,1.8,112.9,111.2,1.7,98.3,0.237,0.28600000000000003,0.5720000000000001,0.534,11.0,21.0,0.19399999999999998,0.528,11.0,79.4,0.17,AT&amp;T Center,"750,616","18,308",buying,True,False,False,True,False,3.5999999999999996,0.68
TOR,Toronto Raptors,82,242.4,42.2,89.1,0.474,12.4,33.8,0.366,29.8,55.3,0.539,17.7,22.0,0.804,9.6,35.6,45.2,25.4,8.3,5.3,14.0,21.0,114.4,40.3,89.7,0.449,10.8,31.2,0.345,29.5,58.5,0.505,17.1,22.3,0.765,10.6,34.2,44.8,24.5,7.6,4.5,14.9,20.5,108.4,19880,3460,7305,0.474,1015,2771,0.366,2445,4534,0.539,1449,1803,0.804,786,2920,3706,2085,680,437,1150,1724,9384,3302,7352,0.449,882,2559,0.345,2420,4793,0.505,1399,1829,0.765,867,2804,3671,2012,622,368,1225,1683,8885,19880,41.7,88.1,0.474,12.2,33.4,0.366,29.5,54.7,0.539,17.5,21.7,0.804,9.5,35.2,44.7,25.1,8.2,5.3,13.9,20.8,113.1,39.8,88.6,0.449,10.6,30.8,0.345,29.2,57.8,0.505,16.9,22.0,0.765,10.5,33.8,44.3,24.3,7.5,4.4,14.8,20.3,107.1,27.3,58,24,56,26,6.09,-0.6,5.49,113.1,107.1,6.0,100.2,0.247,0.379,0.579,0.5429999999999999,12.4,21.9,0.198,0.509,13.1,77.1,0.19,Scotiabank Arena,"812,822","19,825",contending,False,False,False,True,False,2.07,0.39
UTA,Utah Jazz,82,240.9,40.4,86.4,0.46799999999999997,12.1,34.0,0.35600000000000004,28.3,52.4,0.541,18.8,25.5,0.736,10.0,36.4,46.4,26.0,8.1,5.9,15.1,21.1,111.7,40.0,88.5,0.452,9.8,27.7,0.355,30.1,60.7,0.496,16.7,22.2,0.753,8.9,33.7,42.6,21.6,8.5,4.6,13.9,22.4,106.5,19755,3314,7082,0.46799999999999997,993,2789,0.35600000000000004,2321,4293,0.541,1540,2092,0.736,820,2981,3801,2133,663,483,1240,1728,9161,3276,7253,0.452,806,2273,0.355,2470,4980,0.496,1372,1822,0.753,733,2762,3495,1770,695,376,1136,1835,8730,19755,40.1,85.8,0.46799999999999997,12.0,33.8,0.35600000000000004,28.1,52.0,0.541,18.7,25.3,0.736,9.9,36.1,46.0,25.8,8.0,5.8,15.0,20.9,110.9,39.7,87.8,0.452,9.8,27.5,0.355,29.9,60.3,0.496,16.6,22.1,0.753,8.9,33.5,42.3,21.4,8.4,4.6,13.8,22.2,105.7,27.3,50,32,54,28,5.26,0.03,5.28,110.9,105.7,5.2,100.3,0.295,0.39399999999999996,0.5720000000000001,0.5379999999999999,13.4,22.9,0.217,0.507,12.4,80.3,0.18899999999999997,Vivint Smart Home Arena,"750,546","18,306",contending,False,True,True,False,False,2.88,0.55
WAS,Washington Wizards,82,243.0,42.1,90.1,0.46799999999999997,11.3,33.3,0.341,30.8,56.8,0.5429999999999999,18.4,23.9,0.768,9.7,32.7,42.4,26.3,8.3,4.6,14.1,20.7,114.0,43.4,90.5,0.48,12.1,32.8,0.37,31.3,57.7,0.542,18.0,23.1,0.778,11.4,35.8,47.3,26.2,7.7,4.6,15.8,21.2,116.9,19930,3456,7387,0.46799999999999997,930,2731,0.341,2526,4656,0.5429999999999999,1508,1963,0.768,794,2679,3473,2154,683,379,1154,1701,9350,3560,7424,0.48,994,2689,0.37,2566,4735,0.542,1474,1895,0.778,936,2939,3875,2151,631,378,1292,1741,9588,19930,41.1,87.8,0.46799999999999997,11.0,32.4,0.341,30.0,55.3,0.5429999999999999,17.9,23.3,0.768,9.4,31.8,41.3,25.6,8.1,4.5,13.7,20.2,111.1,42.3,88.2,0.48,11.8,31.9,0.37,30.5,56.3,0.542,17.5,22.5,0.778,11.1,34.9,46.0,25.6,7.5,4.5,15.3,20.7,113.9,26.5,32,50,34,48,-2.9,-0.4,-3.3,111.1,113.9,-2.8,101.4,0.266,0.37,0.5670000000000001,0.531,12.3,21.3,0.204,0.546,13.5,74.1,0.19899999999999998,Capital One Arena,"716,996","17,448",rebuilding,True,True,True,True,True,7.39,1.41
